41965.0,csj,普通插屏/模板,插屏-plaque,adsbid,,智能日程管家-plaque-bid,实时竞价,客户端竞价,,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbid50,,智能日程管家-plaque-bid50,实时竞价,客户端竞价,,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp500,,智能日程管家-plaque-500,目标价,,500.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp350,,智能日程管家-plaque-350,目标价,,350.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp200,,智能日程管家-plaque-200,目标价,,200.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp150,,智能日程管家-plaque-150,目标价,,150.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp100,,智能日程管家-plaque-100,目标价,,100.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp50,,智能日程管家-plaque-50,目标价,,50.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbp25,,智能日程管家-plaque-25,目标价,,25.0,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
41965.0,csj,普通插屏/模板,插屏-plaque,adsbpbase,,智能日程管家-plaque-base,默认底价,,,优量汇,1211717706.0,插屏,模板渲染,SDK,"16_9_image,16_9_video","[""INLINE_V""]","[""VIDEO"",""IMAGE""]",,,,,,,plaque_waterfall_bid_new_gongjuhb
